SessionId	Time	ItemId	is_click	raw_index	session_new_index	item_new_index	tr_val_tst
-ouzfV5nm0Fmv3JRLXegmQ	17	6epgkxD-3i_w5jLT1AvHqg	0	112	15	49	0
-ouzfV5nm0Fmv3JRLXegmQ	17	LUmwRZzVKZ9CM7F_yH_nDQ	0	113	15	28	0
-ouzfV5nm0Fmv3JRLXegmQ	17	Q9v3zXGR2TduAKzn5B1BhQ	0	114	15	50	0
-ouzfV5nm0Fmv3JRLXegmQ	17	UX1mbYnDnod1XHf_UBvH8A	0	115	15	51	0
-ouzfV5nm0Fmv3JRLXegmQ	17	8ATyzMAUKUCBnjJ7wpLnpw	0	116	15	52	0
-ouzfV5nm0Fmv3JRLXegmQ	17	DLJCwHGtbAV31UQ1lnIjlw	0	117	15	53	0
-ouzfV5nm0Fmv3JRLXegmQ	17	HZrvNH7VTHUDcYqwF1B8jQ	0	118	15	54	0
-ouzfV5nm0Fmv3JRLXegmQ	17	PLVJCN2p1MIkeDzIbAx9kA	0	119	15	55	0
-ouzfV5nm0Fmv3JRLXegmQ	17	jLxeBgWhLRbII2ACkgH1Sg	1	120	15	56	0
-rNDXmeB2aqzK71qoM5QYQ	18	dn_ipqbm7_jUz5X3rDez_A	0	123	16	39	0
-rNDXmeB2aqzK71qoM5QYQ	18	qrjRRBOUmN7MFxBQNuJZIA	0	124	16	40	0
-rNDXmeB2aqzK71qoM5QYQ	18	dGLkAIlllr-h24f2gQhbqg	0	125	16	41	0
-rNDXmeB2aqzK71qoM5QYQ	18	dcqHjnmKPDdOseYEo6SdAw	0	126	16	42	0
-rNDXmeB2aqzK71qoM5QYQ	18	w55sCX7ZkLIJNhl_RhwjEg	0	127	16	43	0
-rNDXmeB2aqzK71qoM5QYQ	18	FoLaxhgAf0MjObrN34SeBQ	0	128	16	44	0
-rNDXmeB2aqzK71qoM5QYQ	18	BLIJ-p5wYuAhw6Pp6mh6mw	0	129	16	45	0
-rNDXmeB2aqzK71qoM5QYQ	18	7ctSkwRP5GWYHJ9mYBjARQ	0	130	16	46	0
-rNDXmeB2aqzK71qoM5QYQ	18	k_BaE5Mxos5mdp_YNQXyuw	0	131	16	47	0
-rNDXmeB2aqzK71qoM5QYQ	18	f9sU31meK0bqAD7922sCog	1	132	16	48	0
-vBjU8AG3nzXMjZ0kGXUvw	19	5TY6bUT3bbl9aHItiIXXqw	1	133	17	63	0
-vibTd8BJX-pKuuDkzpuJA	20	ibFdignja_hNpgCjDYP7Ug	0	136	18	64	0
-vibTd8BJX-pKuuDkzpuJA	20	kzwiQ54fopeTgGEIkgJ2dQ	0	137	18	65	0
-vibTd8BJX-pKuuDkzpuJA	20	qAN2Rqhj7I84qN6iDIoP6g	1	138	18	66	0
-z4nS9MDE3n2gPkFcztM1g	21	psTrW4dGNddwwat7ozi_cw	0	139	19	67	0
-z4nS9MDE3n2gPkFcztM1g	21	2v2JxKc2On4jM5mM-SfZbQ	0	140	19	68	0
-z4nS9MDE3n2gPkFcztM1g	21	2QznyHGF0PuiYkrl5RU66A	0	141	19	69	0
-z4nS9MDE3n2gPkFcztM1g	21	zZkzpVgMP8xaXg3uMscCjQ	0	142	19	70	0
-z4nS9MDE3n2gPkFcztM1g	21	H6hZAZ-jx0CjV4d276mppA	0	143	19	26	0
-z4nS9MDE3n2gPkFcztM1g	21	W6qbc2YvI8Xeak5yO4JyiA	1	144	19	71	0
0-E5pAykP2MrgI082wUu3Q	22	bQ2uuNkOxgUQRM7Y7RJDXQ	0	150	20	72	0
0-E5pAykP2MrgI082wUu3Q	22	mXyLqsbe7FT1X8ZFOP8WpQ	1	151	20	73	0
02DuYLuO8x3LeaIjynk_kQ	23	d6_51PI94EC1C5sG9hi6HA	0	153	21	74	0
02DuYLuO8x3LeaIjynk_kQ	23	ALaBtHzn3ekGDJQoCoQgOg	1	154	21	75	0
03bbrCABiBvrPhfJtXUG-w	24	JmXYTZcMZpcNINM5ldvEAw	1	156	22	76	0
0CShii4C7Foiid1lzAnA2Q	25	eHeIEqbGF8xvbZwjPm1zng	1	159	23	77	0
0RI5l6_LlHRr0TJvDDFmVg	26	L-WLy4mO-jZkcYOy03MbxA	0	162	24	78	0
0RI5l6_LlHRr0TJvDDFmVg	26	Dfbg3m2ce1VUzJ5i6Z7IuA	0	163	24	79	0
0RI5l6_LlHRr0TJvDDFmVg	26	spasJaIjM5nDOY5GWnOmoA	0	164	24	80	0
0RI5l6_LlHRr0TJvDDFmVg	26	wEeidzuPp_31IR0RGaUsog	0	165	24	81	0
0RI5l6_LlHRr0TJvDDFmVg	26	VdWMXE1mw1-XeAYlq2T4xQ	0	166	24	82	0
0RI5l6_LlHRr0TJvDDFmVg	26	HnlnxofCExcZyPvubu0-vQ	0	167	24	83	0
0RI5l6_LlHRr0TJvDDFmVg	26	XY6qCnwb_0-XB4wevloldQ	0	168	24	84	0
0RI5l6_LlHRr0TJvDDFmVg	26	5JLUIufXwZuF_BdGdug_vA	0	169	24	85	0
0RI5l6_LlHRr0TJvDDFmVg	26	q5X9Yyd-UPQ30MnbCRrPig	0	170	24	86	0
0RI5l6_LlHRr0TJvDDFmVg	26	4Bw9XffSa0AMy2SrNCS2KA	1	171	24	87	0
0T0-I6HuiqQp_pO4GtvjNw	27	CmbBOsZqXGkaFjJXfKz3CA	0	172	25	88	0
0T0-I6HuiqQp_pO4GtvjNw	27	H5YwP30Nn4db3SojOR5Z_g	0	173	25	89	0
0T0-I6HuiqQp_pO4GtvjNw	27	KYSSxak6RZwpbjdFb5KLaw	1	174	25	90	0
0U5_4HK3CDT6P2DnVIsDbQ	28	zsYYAnHEs5qzsfazSsGkBw	0	176	26	21	0
0U5_4HK3CDT6P2DnVIsDbQ	28	LHfvOfPwLVC9ZhYZ6G3pNA	0	177	26	22	0
0U5_4HK3CDT6P2DnVIsDbQ	28	0ahghcpWQVkm4lEFwx-peA	0	178	26	23	0
0U5_4HK3CDT6P2DnVIsDbQ	28	hRQS8y-uG2kc8miWVYiLuQ	1	179	26	24	0
0V_6a_w6TLVnUz7-w9o0NA	29	i8x1ZPvmdYGu6yH_wvgNkg	0	187	27	91	0
0V_6a_w6TLVnUz7-w9o0NA	29	_06vXlDM74qctRmGEhbK7Q	0	188	27	92	0
0V_6a_w6TLVnUz7-w9o0NA	29	1Q2_qfRwRziYXdCX5Oda6Q	1	189	27	93	0
0WsTC-5y8FNyJx3n4nRLng	30	W2NzlS8OJzGfDfr9oRz11Q	0	192	28	94	0
0WsTC-5y8FNyJx3n4nRLng	30	C4IiygusgzhVTTqK_DgQrw	0	193	28	95	0
0WsTC-5y8FNyJx3n4nRLng	30	pQ4K6ZXC2vGsatT5Xw3ILw	1	194	28	96	0
0X-6sGdxPmZzvC1T-60dCg	31	yfwVSuLEIDjRdMfypw9dxw	0	197	29	97	0
0X-6sGdxPmZzvC1T-60dCg	31	n-AQFKbW6MnpamdtA6ECpQ	1	198	29	98	0
0X-6sGdxPmZzvC1T-60dCg	32	yfwVSuLEIDjRdMfypw9dxw	0	197	29	97	0
0X-6sGdxPmZzvC1T-60dCg	32	ZjhPoWXnJZy5_EmInYccvQ	0	199	29	99	0
0X-6sGdxPmZzvC1T-60dCg	32	NFm869_w6cvVaWaNpAzjeA	1	200	29	100	0
0ZQMbnBUpuMpf1_DiT3HyQ	33	r3Yj3Vc_FOdRfZ4Q4Ei2Eg	0	201	30	101	0
0ZQMbnBUpuMpf1_DiT3HyQ	33	ByFBnl90Nr2T7UUwoDQ42g	1	202	30	102	0
0aHS7t9paYxvKeAJ1SuHBQ	34	6eRSdODyj9GS0w6zlhrWkg	0	207	31	103	0
0aHS7t9paYxvKeAJ1SuHBQ	34	gmGHRByX_Z1iJenUuaW0kw	1	208	31	104	0
0bWIbRcofKfpvaBw9Ro4LA	35	--wIGbLEhlpl_UeAIyDmZQ	0	211	32	105	0
0bWIbRcofKfpvaBw9Ro4LA	35	X2X3n0PutSNonQQj2cjsCw	1	212	32	106	0
0c-F2TWIcP8ejWoc5MWajQ	36	xvewmEDqEVX33YC4tE7Oig	0	215	33	107	0
0c-F2TWIcP8ejWoc5MWajQ	36	FFCzkdXM1AbMTuckTrzf-Q	0	216	33	108	0
0c-F2TWIcP8ejWoc5MWajQ	36	QsCsoJb8-ZfjTf0jn72a0Q	0	217	33	109	0
0c-F2TWIcP8ejWoc5MWajQ	36	8yiLVWzJyyTEhYE0fVNvlA	1	218	33	110	0
0c0p8AH4wAe5B1bxa1wscg	37	xvewmEDqEVX33YC4tE7Oig	0	221	34	107	0
0c0p8AH4wAe5B1bxa1wscg	37	FFCzkdXM1AbMTuckTrzf-Q	0	222	34	108	0
0c0p8AH4wAe5B1bxa1wscg	37	QsCsoJb8-ZfjTf0jn72a0Q	0	223	34	109	0
0c0p8AH4wAe5B1bxa1wscg	37	8yiLVWzJyyTEhYE0fVNvlA	1	224	34	110	0
0gcUB8tSeuHh0cAAybInHQ	38	3-Bm90nXNtwLFyDtlj9olQ	1	227	35	0	0
0icDKmG8uEGvEDsiNYiVNQ	39	Moq6cn4a0PLFvZW4O9EuGA	1	235	36	111	0
0k1drdjSpeO9VEyArR8-mA	40	WtA9dDDIMz-QESDSRnOYkw	0	238	37	112	0
0k1drdjSpeO9VEyArR8-mA	40	kOFDVcnj-8fd3doIpCQ06A	1	239	37	113	0
0pYYhTaI10zY6YaF_v6y6Q	41	xvewmEDqEVX33YC4tE7Oig	0	241	38	107	0
0pYYhTaI10zY6YaF_v6y6Q	41	FFCzkdXM1AbMTuckTrzf-Q	0	242	38	108	0
0pYYhTaI10zY6YaF_v6y6Q	41	6bDpJirSVqt-NXz04vJ8ug	0	243	38	114	0
0pYYhTaI10zY6YaF_v6y6Q	41	QsCsoJb8-ZfjTf0jn72a0Q	0	244	38	109	0
0pYYhTaI10zY6YaF_v6y6Q	41	8yiLVWzJyyTEhYE0fVNvlA	0	245	38	110	0
0pYYhTaI10zY6YaF_v6y6Q	41	CVKOPzBVOj3_apFUmZ9ZWw	0	246	38	115	0
0pYYhTaI10zY6YaF_v6y6Q	41	rvnTFEq7R2ZHg0_CYbBNFw	1	247	38	116	0
0vDhTzPuthUI_34EUH6v_Q	42	upB0RQl-l529IVwgOpwOQQ	0	248	39	117	0
0vDhTzPuthUI_34EUH6v_Q	42	sYfHxCqHpIX2HnDhw0JRAA	1	249	39	118	0
0vDhTzPuthUI_34EUH6v_Q	43	upB0RQl-l529IVwgOpwOQQ	0	248	39	117	0
0vDhTzPuthUI_34EUH6v_Q	43	wo91fMqiWefEsPG5p-g7YA	0	250	39	119	0
0vDhTzPuthUI_34EUH6v_Q	43	uW6UHfONAmm8QttPkbMewQ	1	251	39	120	0
0xpcysF5okiuprk8S9lDFw	44	fQwB9Z98YEhkJit7c3z51A	0	252	40	121	0
0xpcysF5okiuprk8S9lDFw	44	X-U51yD8W1dQgyClxgjLEg	0	253	40	122	0
0xpcysF5okiuprk8S9lDFw	44	Sk0Ycurq7D083Qs8x65b_Q	1	254	40	123	0
0zFli8T0c2jY2Ku96mDesw	45	i8x1ZPvmdYGu6yH_wvgNkg	0	255	41	91	0
0zFli8T0c2jY2Ku96mDesw	45	_06vXlDM74qctRmGEhbK7Q	0	256	41	92	0
0zFli8T0c2jY2Ku96mDesw	45	1Q2_qfRwRziYXdCX5Oda6Q	0	257	41	93	0
0zFli8T0c2jY2Ku96mDesw	45	mygjyR00ZtD3-ca8jb6PQA	0	258	41	124	0
0zFli8T0c2jY2Ku96mDesw	45	jzgKkn2hxPGJvBZVQn_kvA	0	259	41	125	0
0zFli8T0c2jY2Ku96mDesw	45	dSFzR_ygMlrD_gf4RRfJ2A	1	260	41	126	0
10Y3sJkYFdx2IH2PKWphYg	46	PMDlKLd0Mxj0ngCpuUmE5Q	0	262	42	127	0
10Y3sJkYFdx2IH2PKWphYg	46	Uyn8Ku6w9fRTmZ0nHds0OQ	0	263	42	128	0
10Y3sJkYFdx2IH2PKWphYg	46	S5bNE4Pmin8OQUMOFod8bQ	1	264	42	129	0
11_DT3Y6Wfb_dHWEiAqWjQ	47	Ufo0Papm3oyoCfBvnsJH7g	1	268	43	130	0
12QlJLB5aamYneZ5h1MCWg	48	8jLZiv202Cfx_RbTuPOwxQ	1	271	44	33	0
14FOKbgDkV2RNCfg2gG8Wg	49	MDVbJicJvqaO4WGx0vEabQ	1	280	45	131	0
15JjftcidDs3iL2pu08-Qg	50	X2X3n0PutSNonQQj2cjsCw	0	284	46	106	0
15JjftcidDs3iL2pu08-Qg	50	AXQ0t8mHZbSXfd5EAEGacQ	1	285	46	132	0
16Ple1ORzeLBWUEjuht9fg	51	R8ft_fn8y9ejKoYnQwdByg	0	287	47	133	0
16Ple1ORzeLBWUEjuht9fg	51	Sal1p68qpTKkyd4Si8OH6g	0	288	47	134	0
16Ple1ORzeLBWUEjuht9fg	51	DQf63-KJ25m-kDIMto614g	1	289	47	135	0
18s20as89w2VurJj8AWxwQ	52	psTrW4dGNddwwat7ozi_cw	0	290	48	67	0
18s20as89w2VurJj8AWxwQ	52	2QznyHGF0PuiYkrl5RU66A	0	291	48	69	0
18s20as89w2VurJj8AWxwQ	52	zZkzpVgMP8xaXg3uMscCjQ	0	292	48	70	0
18s20as89w2VurJj8AWxwQ	52	hAvLWuHiTAG_T-R9s-iejw	0	293	48	136	0
18s20as89w2VurJj8AWxwQ	52	aTl6GRDiw3udiQiK6QSKzA	0	294	48	137	0
18s20as89w2VurJj8AWxwQ	52	QireHpuod14zMB_8vYn5Jg	0	295	48	138	0
18s20as89w2VurJj8AWxwQ	52	C6pzMOksXBZ1sRZpzJ02cQ	0	296	48	139	0
18s20as89w2VurJj8AWxwQ	52	Kx0MUrNQ737s-VVElk6Vig	1	297	48	140	0
197Ih1SgXyHh0tf7Heqr8Q	53	i3oRRwl3RWOxKfTtiJbliw	0	298	49	141	0
197Ih1SgXyHh0tf7Heqr8Q	53	b2UTiUd5aX8CukkZjfphHQ	1	299	49	142	0
197Ih1SgXyHh0tf7Heqr8Q	54	i3oRRwl3RWOxKfTtiJbliw	0	298	49	141	0
197Ih1SgXyHh0tf7Heqr8Q	54	4o-7kaWeqMXdABYN9sMqKg	0	300	49	143	0
197Ih1SgXyHh0tf7Heqr8Q	54	SWY3zdYqwn6JfDQLL0zL9A	0	301	49	144	0
197Ih1SgXyHh0tf7Heqr8Q	54	A7ZXpnQGrQDFJfHZHIl34w	1	302	49	145	0
19DWot_M3KLHGy_aCZi5Pg	55	EaMfImiZLJDk69gnjU6Txw	0	304	50	146	0
19DWot_M3KLHGy_aCZi5Pg	55	FNCJpSn0tL9iqoY3JC73qw	0	305	50	147	0
19DWot_M3KLHGy_aCZi5Pg	55	uZ70DeP83DohSULtngKlqA	1	306	50	148	0
1BEwbEprDCGotY5R6lvxnA	56	BGGR5ekPK6YqMRHgYNJGsw	1	307	51	149	0
1BEwbEprDCGotY5R6lvxnA	57	t7zt6AgybRzdPtj7fh_aJg	0	308	51	150	0
1BEwbEprDCGotY5R6lvxnA	57	497iuIdzSZqEVZ_iTnp-Jg	1	309	51	151	0
1C48I9MUvjqb43CTcKSWdA	58	YV9GVfmDSDM7HSV0jVdTOA	0	310	52	152	0
1C48I9MUvjqb43CTcKSWdA	58	YCow8Ir7Is2HQNN3hoFdwQ	0	311	52	153	0
1C48I9MUvjqb43CTcKSWdA	58	KSkjE3krqsovBs7iC4x7ng	0	312	52	154	0
1C48I9MUvjqb43CTcKSWdA	58	D9Y1JQtSbattMvqfGnneow	0	313	52	155	0
1C48I9MUvjqb43CTcKSWdA	58	COeoqrKejlMnwgyAzTVzKw	0	314	52	156	0
1C48I9MUvjqb43CTcKSWdA	58	SWZ_GqiaAoc4JoUOosF0mg	0	315	52	157	0
1C48I9MUvjqb43CTcKSWdA	58	4pxIMdUZKS1PsK4aVCOhPQ	1	316	52	158	0
1C48I9MUvjqb43CTcKSWdA	59	SWZ_GqiaAoc4JoUOosF0mg	0	315	52	157	0
1C48I9MUvjqb43CTcKSWdA	59	zzOo9n22fBbKAhbSpMzggA	0	317	52	159	0
1C48I9MUvjqb43CTcKSWdA	59	YV9GVfmDSDM7HSV0jVdTOA	0	318	52	152	0
1C48I9MUvjqb43CTcKSWdA	59	YCow8Ir7Is2HQNN3hoFdwQ	0	319	52	153	0
1C48I9MUvjqb43CTcKSWdA	59	KSkjE3krqsovBs7iC4x7ng	0	320	52	154	0
1C48I9MUvjqb43CTcKSWdA	59	D9Y1JQtSbattMvqfGnneow	0	321	52	155	0
1C48I9MUvjqb43CTcKSWdA	59	COeoqrKejlMnwgyAzTVzKw	0	322	52	156	0
1C48I9MUvjqb43CTcKSWdA	59	SWZ_GqiaAoc4JoUOosF0mg	0	323	52	157	0
1C48I9MUvjqb43CTcKSWdA	59	4pxIMdUZKS1PsK4aVCOhPQ	0	324	52	158	0
1C48I9MUvjqb43CTcKSWdA	59	zzOo9n22fBbKAhbSpMzggA	1	325	52	159	0
1C48I9MUvjqb43CTcKSWdA	60	YV9GVfmDSDM7HSV0jVdTOA	0	318	52	152	0
1C48I9MUvjqb43CTcKSWdA	60	YCow8Ir7Is2HQNN3hoFdwQ	0	319	52	153	0
1C48I9MUvjqb43CTcKSWdA	60	KSkjE3krqsovBs7iC4x7ng	0	320	52	154	0
1C48I9MUvjqb43CTcKSWdA	60	D9Y1JQtSbattMvqfGnneow	0	321	52	155	0
1C48I9MUvjqb43CTcKSWdA	60	COeoqrKejlMnwgyAzTVzKw	0	322	52	156	0
1C48I9MUvjqb43CTcKSWdA	60	SWZ_GqiaAoc4JoUOosF0mg	0	323	52	157	0
1C48I9MUvjqb43CTcKSWdA	60	4pxIMdUZKS1PsK4aVCOhPQ	0	324	52	158	0
1C48I9MUvjqb43CTcKSWdA	60	wEeidzuPp_31IR0RGaUsog	0	326	52	81	0
1C48I9MUvjqb43CTcKSWdA	60	VVtPNiqwtR_Os7J51mANGQ	0	327	52	160	0
1C48I9MUvjqb43CTcKSWdA	60	HV2vPReKp0n0E6zgjsu4Mg	1	328	52	161	0
1DKYCvYf_ec7msT-lL6fOA	61	jqQwHUrZk8M6uPPw3CPoFg	0	332	53	162	0
1DKYCvYf_ec7msT-lL6fOA	61	bKwAjAQkOZSSlmGBxtbzeQ	0	333	53	163	0
1DKYCvYf_ec7msT-lL6fOA	61	vgwkBDNEWR_pkQGp1UShfA	0	334	53	164	0
1DKYCvYf_ec7msT-lL6fOA	61	jXL1Mfygf36id0hJytcsqg	0	335	53	165	0
1DKYCvYf_ec7msT-lL6fOA	61	d8WZtx4dZUvT9Sg9NXGb3Q	1	336	53	166	0
1DKYCvYf_ec7msT-lL6fOA	62	jqQwHUrZk8M6uPPw3CPoFg	0	332	53	162	0
1DKYCvYf_ec7msT-lL6fOA	62	bKwAjAQkOZSSlmGBxtbzeQ	0	333	53	163	0
1DKYCvYf_ec7msT-lL6fOA	62	vgwkBDNEWR_pkQGp1UShfA	0	334	53	164	0
1DKYCvYf_ec7msT-lL6fOA	62	jXL1Mfygf36id0hJytcsqg	0	335	53	165	0
1DKYCvYf_ec7msT-lL6fOA	62	_7wj87KZspahqDHxbXreMQ	0	337	53	167	0
1DKYCvYf_ec7msT-lL6fOA	62	MDVbJicJvqaO4WGx0vEabQ	0	338	53	131	0
